cart_id,user_id,product_id,quantity,added_to_cart_date
610,397,B095244Q22,1,2024/4/14
611,860,B08GTYFC37,3,2025/1/27
612,242,B01J0XWYKQ,4,2024/8/31
613,289,B09T3H12GV,2,2024/7/6
614,968,B01DGVKBC6,1,2024/3/10
615,624,B071VMP1Z4,3,2024/7/21
616,529,B09YV575RK,4,2024/5/28
617,630,B09CMM3VGK,4,2024/4/8
618,917,B08GTYFC37,1,2025/1/31
619,438,B09XB7DPW1,2,2024/10/1
620,5,B00H3H03Q4,3,2025/2/27
621,838,B0BN6M3TCM,2,2024/9/21
622,640,B0BL11S5QK,2,2024/7/7
623,34,B07FJNNZCJ,1,2024/4/13
624,278,B095JQVC7N,4,2024/8/16
625,830,B094JNXNPV,1,2024/12/26
626,961,B0B53DS4TF,3,2024/4/24
627,133,B099FDW2ZF,1,2025/3/3
628,568,B089WB69Y1,2,2024/5/20
629,78,B084BR3QX8,1,2024/5/9
630,789,B0BDS8MY8J,1,2024/9/27
631,728,B095RTJH1M,4,2024/9/9
632,255,B00NH12R1O,1,2024/4/26
633,939,B097RN7BBK,4,2025/1/21
634,34,B08CHZ3ZQ7,3,2024/7/18
635,464,B086PXQ2R4,3,2024/11/26
636,786,B0B8CHJLWJ,3,2024/10/25
637,989,B0756K5DYZ,4,2024/3/22
638,16,B09HK9JH4F,4,2024/11/20
639,129,B085CZ3SR1,3,2024/7/18
640,978,B09CTRPSJR,4,2024/9/24
641,276,B014SZPBM4,3,2025/1/23
642,114,B09HN7LD5L,2,2024/5/4
643,753,B00LY1FN1K,3,2025/3/8
644,419,B08MTCKDYN,1,2025/1/26
645,97,B00E9G8KOY,4,2024/3/18
646,1000,B0B4T8RSJ1,2,2024/11/24
647,129,B01J0XWYKQ,4,2024/6/5
648,716,B01N1XVVLC,2,2024/4/5
649,870,B0BC8BQ432,3,2024/8/29
650,518,B00NH13Q8W,3,2024/6/19
651,662,B07JF9B592,2,2025/1/13
652,655,B0B2X35B1K,4,2024/7/24
653,687,B083P71WKK,2,2024/10/15
654,850,B07ZR4S1G4,2,2024/8/28
655,529,B00B3VFJY2,4,2024/9/15
656,788,B08CYPB15D,3,2024/11/2
657,560,B083RC4WFJ,3,2024/10/11
658,59,B07R99NBVB,3,2024/4/26
659,837,B077T3BG5L,1,2024/3/28
660,276,B00DJ5N9VK,3,2024/5/10
661,424,B07Z51CGGH,2,2024/3/11
662,940,B08497Z1MQ,2,2024/5/18
663,701,B0974G5Q2Y,3,2024/7/18
664,45,B09DSXK8JX,4,2025/1/14
665,877,B08C4Z69LN,4,2024/6/24
666,713,B00V4BGDKU,2,2024/10/24
667,56,B08KS2KQTK,4,2024/6/30
668,917,B07JB2Y4SR,2,2024/11/28
669,192,B09PLFJ7ZW,4,2025/2/2
670,553,B01J8S6X2I,2,2024/8/6
671,100,B0B3X2BY3M,4,2024/5/2
672,890,B00NH12R1O,1,2024/4/4
673,823,B00CEQEGPI,2,2024/3/28
674,560,B00B7GKXMG,4,2024/12/24
675,284,B0B5KZ3C53,4,2024/7/17
676,138,B0BBN4DZBD,2,2024/12/16
677,972,B01HJI0FS2,4,2024/5/17
678,874,B00935MGHS,1,2024/8/18
679,987,B09QS9X9L8,3,2024/9/6
680,293,B0B6F98KJJ,4,2025/2/3
681,938,B01LYU3BZF,4,2024/12/16
682,129,B08CYPB15D,2,2024/12/20
683,4,B0832W3B7Q,4,2024/9/23
684,376,B0188KPKB2,1,2024/5/8
685,685,B08G28Z33M,1,2024/10/21
686,711,B07DGD4Z4C,1,2025/2/23
687,303,B08JQN8DGZ,3,2024/11/1
688,429,B07Q4QV1DL,1,2025/2/11
689,815,B0949FPSFY,4,2025/1/31
690,759,B09F9YQQ7B,4,2025/1/20
691,512,B08CFCK6CW,2,2024/9/12
692,490,B0B7FJNSZR,2,2024/11/9
693,367,B0B3XXSB1K,2,2024/9/13
694,257,B078KRFWQB,2,2025/2/17
695,743,B00GGGOYEU,3,2025/1/11
696,304,B0B6BLTGTT,4,2024/6/10
697,481,B00BN5SNF0,3,2024/6/11
698,562,B07YY1BY5B,3,2024/6/7
699,531,B097JVLW3L,1,2024/12/8
700,795,B07WKBD37W,1,2024/10/26
701,353,B086Q3QMFS,4,2024/6/18
702,349,B09M8888DM,2,2024/4/12
703,791,B09QS9X9L8,1,2024/10/20
704,620,B0B3MMYHYW,4,2024/3/21
705,810,B07VVXJ2P5,4,2024/7/11
706,679,B08GSQXLJ2,4,2024/10/25
707,688,B075JJ5NQC,3,2024/4/15
708,448,B095RTJH1M,3,2025/2/6
709,802,B00EDJJ7FS,1,2024/11/19
710,463,B078JBK4GX,3,2024/9/27
711,295,B07F1T31ZZ,3,2024/3/21
712,864,B0B4KPCBSH,3,2025/2/26
713,406,B0BDYVC5TD,1,2024/3/23
714,950,B09MY4W73Q,4,2024/10/4
715,462,B07Z1Z77ZZ,4,2024/4/1
716,91,B08XNL93PL,4,2024/12/10
717,739,B07WDK3ZS6,1,2025/1/11
718,810,B09CMM3VGK,3,2024/4/11
719,618,B0B7B9V9QP,1,2024/3/14
720,825,B09H7JDJCW,3,2024/10/24
721,694,B0B9LDCX89,3,2024/7/26
722,721,B07D8VBYB4,3,2025/1/26
723,834,B09FFK1PQG,1,2024/12/30
724,412,B07JF9B592,2,2024/7/29
725,16,B01FSYQ2A4,1,2024/7/13
726,440,B08MZQBFLN,3,2025/1/16
727,423,B01HGCLUH6,1,2024/8/11
728,817,B07QZ3CZ48,2,2024/4/1
729,863,B0B23LW7NV,4,2024/7/20
730,838,B08YXJJW8H,2,2024/7/20
731,769,B08497Z1MQ,4,2024/10/8
732,313,B0B2DJ5RVQ,1,2024/7/14
733,856,B07JPJJZ2H,2,2024/12/20
734,558,B012MQS060,1,2024/4/8
735,220,B0BMGB2TPR,2,2024/9/20
736,553,B09PNKXSKF,2,2024/3/27
737,150,B075JJ5NQC,1,2024/10/27
738,278,B09M869Z5V,2,2024/9/11
739,181,B09WN3SRC7,4,2024/3/20
740,246,B0B1YY6JJL,4,2024/11/12
741,664,B08Y1TFSP6,1,2024/12/5
742,368,B00S9BSJC8,1,2025/3/3
743,283,B008QTK47Q,1,2024/3/10
744,114,B009LJ2BXA,1,2024/4/1
745,950,B09MZ6WZ6V,2,2025/2/28
746,209,B082LZGK39,2,2024/6/19
747,68,B09LD3116F,4,2024/6/19
748,798,B07WJWRNVK,1,2024/10/12
749,316,B07YFWVRCM,3,2025/2/26
750,114,B01N1XVVLC,4,2024/8/10
751,217,B09Z6WH2N1,3,2024/7/27
752,743,B09SJ1FTYV,1,2025/1/5
753,635,B085HY1DGR,2,2025/1/20
754,616,B07WVQG8WZ,2,2024/12/5
755,343,B09NNZ1GF7,1,2024/5/8
756,995,B0BM4KTNL1,2,2025/3/1
757,274,B0814P4L98,4,2025/2/12
758,342,B07WHQWXL7,4,2024/8/11
759,616,B07SLNG3LW,2,2024/7/15
760,971,B0B2DJDCPX,2,2025/1/10
761,398,B08YK7BBD2,1,2024/3/20
762,137,B09LH32678,4,2024/8/10
763,254,B00VA7YYUO,3,2024/9/9
764,406,B09H3BXWTK,3,2024/9/29
765,15,B08Y1TFSP6,3,2024/7/4
766,907,B09F3PDDRF,1,2024/5/4
767,236,B07LG59NPV,2,2024/8/10
768,297,B07J9KXQCC,2,2024/3/30
769,585,B07NC12T2R,2,2024/6/20
770,603,B09YV463SW,1,2024/6/8
771,533,B08HLC7Z3G,4,2024/9/23
772,584,B08GJ57MKL,3,2024/3/10
773,690,B071VNHMX2,4,2024/9/9
774,129,B0B53QFZPY,3,2024/10/31
775,199,B09Q8HMKZX,1,2024/6/12
776,126,B09NVPJ3P4,2,2024/10/25
777,111,B00P93X2H6,3,2024/6/3
778,925,B0BMM7R92G,1,2024/5/5
779,905,B09HV71RL1,2,2024/4/20
780,282,B07S9S86BF,3,2024/7/7
781,897,B0B97D658R,1,2024/8/24
782,847,B08CF4SCNP,3,2024/5/24
783,802,B09VKWGZD7,3,2024/12/27
784,482,B07JH1C41D,3,2024/10/25
785,458,B09PNR6F8Q,3,2024/10/28
786,525,B0B56YRBNT,4,2024/6/22
787,991,B00DJ5N9VK,3,2025/1/5
788,910,B01LY9W8AF,3,2025/1/26
789,191,B083GQGT3Z,1,2024/6/15
790,466,B08CT62BM1,3,2024/11/10
791,971,B08SJVD8QD,4,2025/2/2
792,818,B0B8CXTTG3,2,2024/4/15
793,28,B07GVR9TG7,3,2024/11/29
794,47,B00URH5E34,4,2024/8/5
795,967,B08SJVD8QD,2,2024/10/15
796,523,B09T37CKQ5,4,2024/9/20
797,237,B08MVXPTDG,1,2025/2/17
798,179,B07F366Z51,1,2024/3/31
799,556,B08RP2L2NL,3,2024/7/23
800,383,B0756CLQWL,2,2024/8/6
